Date,Description,Amount,Transaction Type,Category,Account Name,Transaction Class,is_weekend,Transaction Code
2019-07-01,Thai Restaurant,24.0,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #RDKYV2
2019-07-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #1BM8SJ
2019-07-02,Hardware Store,229.9,debit,Home Improvement,Platinum Card,Expense,False,MENARDS ROCKFORD #1MLG1W
2019-07-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #9JPGJG
2019-07-04,Netflix,13.9,debit,Television,Platinum Card,Expense,False,DISNEY+ MONTHLY #PLK0LU
2019-07-05,Brewing Company,19.0,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #0LHCCX
2019-07-05,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #W9XCJK
2019-07-06,Credit Card Payment,220.08,credit,Credit Card Payment,Silver Card,Transfer,True,UNKNOWN MERCHANT #4A922T
2019-07-06,Grocery Store,92.98,debit,Groceries,Platinum Card,Expense,True,WALMART SUPERCENTER #2TJRM9
2019-07-06,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,Expense,True,CHILI'S GRILL & BAR #1YFDJ2
2019-07-07,Hardware Store,103.14,debit,Home Improvement,Platinum Card,Expense,True,LOWE'S STORE 8832 #RXG3JQ
2019-07-08,Credit Card Payment,305.28,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #M77ASU
2019-07-08,Credit Card Payment,220.08,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #OHC2H9
2019-07-09,Credit Card Payment,549.72,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #G573WT
2019-07-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,YOUTUBE MUSIC #ALSKG7
2019-07-10,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #XVI2JF
2019-07-10,Gas Company,30.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #WSBM29
2019-07-15,Grocery Store,87.14,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #QEDNC5
2019-07-16,Amazon,89.99,debit,Shopping,Platinum Card,Expense,False,AMAZON.COM PURCHASE #R53YQJ
2019-07-16,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #ITU300
2019-07-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #BCM9GK
2019-07-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,STATE FARM AUTO BILL #8Q9DFF
2019-07-18,Credit Card Payment,814.5,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #KUEUQ0
2019-07-18,BP,36.42,debit,Gas & Fuel,Silver Card,Expense,False,SHELL OIL #XJWPJ5
2019-07-18,Grocery Store,29.83,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #88H63A
2019-07-18,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card,Expense,False,LOCAL DINER PURCHASE #E78PRN
2019-07-19,Credit Card Payment,115.52,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #QAIYJS
2019-07-19,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #7DKCW0
2019-07-19,Mexican Restaurant,28.0,debit,Restaurants,Platinum Card,Expense,False,LOCAL DINER PURCHASE #ZU996Y
2019-07-22,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #5CCR3Q
2019-07-22,Thai Restaurant,26.67,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #YVGE3Z
2019-07-23,Credit Card Payment,257.08,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #74U7JR
2019-07-24,Starbucks,2.5,debit,Coffee Shops,Silver Card,Expense,False,DUNKIN #34567 #A80AID
2019-07-27,Barbershop,30.0,debit,Haircut,Silver Card,Expense,True,GREAT CLIPS SALON #KUMPP9
2019-07-28,Hardware Store,44.31,debit,Home Improvement,Platinum Card,Expense,True,HOME DEPOT 5244 #C2LX38
2019-07-29,Grocery Store,5.35,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #FTQI6W
2019-07-29,Fancy Restaurant,44.92,debit,Restaurants,Silver Card,Expense,False,LOCAL DINER PURCHASE #YJUHVK
2019-07-30,Grocery Store,15.77,debit,Groceries,Platinum Card,Expense,False,WALMART SUPERCENTER #CFVOF6
2019-07-30,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,AT&T INTERNET SERVICE #B93E4S
2019-08-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #2G4JNP
2019-08-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,APARTMENT RENT PAYMENT #8WRTPL
2019-08-02,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #BM3FJX
2019-08-03,BP,36.36,debit,Gas & Fuel,Platinum Card,Expense,True,SHELL OIL #LG2TPP
2019-08-03,Grocery Store,3.96,debit,Groceries,Platinum Card,Expense,True,WALMART SUPERCENTER #VHOV8I
2019-08-03,American Tavern,23.47,debit,Restaurants,Platinum Card,Expense,True,LOCAL DINER PURCHASE #48PR62
2019-08-04,Netflix,13.9,debit,Television,Platinum Card,Expense,True,NETFLIX SUBSCRIPTION #L4DWHV
2019-08-05,Brewing Company,18.0,debit,Alcohol & Bars,Silver Card,Expense,False,TIPSY TAP BAR & GRILL #H4EAE9
2019-08-05,Credit Card Payment,349.28,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #ZVL657
2019-08-05,Credit Card Payment,117.65,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #ASG74V
2019-08-06,Credit Card Payment,521.17,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #91DTQQ
2019-08-06,Credit Card Payment,117.65,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #E4TYCI
2019-08-06,Hardware Store,125.0,debit,Home Improvement,Checking,Expense,False,MENARDS ROCKFORD #J0RYVW
2019-08-08,Grocery Store,11.72,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #BWEDZO
2019-08-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,SPOTIFY PREMIUM #7R3B2J
2019-08-09,Gas Company,30.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #XL80MC
2019-08-12,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,VERIZON WIRELESS BILL #Y6IL5L
2019-08-12,Thai Restaurant,26.67,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #LK35P6
2019-08-14,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,DUNKIN #34567 #7KUJLT
2019-08-15,Credit Card Payment,335.2,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #M3MD9G
2019-08-15,Power Company,60.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #18I47S
2019-08-16,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #GID1F1
2019-08-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,WATER DEPARTMENT PAYMENT #9GPN00
2019-08-17,Credit Card Payment,87.17,credit,Credit Card Payment,Platinum Card,Transfer,True,UNKNOWN MERCHANT #CH5CZM
2019-08-17,Grocery Store,33.15,debit,Groceries,Platinum Card,Expense,True,JEWEL-OSCO #1Z21HV
2019-08-17,Barbershop,19.0,debit,Haircut,Platinum Card,Expense,True,LOCAL BARBER SHOP #RE5XHF
2019-08-17,American Tavern,3.5,debit,Restaurants,Platinum Card,Expense,True,OLIVE GARDEN 4452 #IL93GI
2019-08-19,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #DFW6GT
2019-08-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,STATE FARM AUTO BILL #5R4MWJ
2019-08-20,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,DUNKIN #34567 #D3DU79
2019-08-21,Shell,34.69,debit,Gas & Fuel,Platinum Card,Expense,False,SHELL OIL #T2P8GK
2019-08-23,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,DUNKIN #34567 #LLKBMF
2019-08-25,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card,Expense,True,LOCAL DINER PURCHASE #K9LGG6
2019-08-26,Hardware Store,66.75,debit,Home Improvement,Silver Card,Expense,False,MENARDS ROCKFORD #3NOZA1
2019-08-29,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #H59CLH
2019-08-30,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,DUNKIN #34567 #4TT17J
2019-08-30,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,COMCAST XFINITY BILL #11CKQ9
2019-08-30,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #H5N26D
2019-08-31,Hardware Store,68.04,debit,Home Improvement,Platinum Card,Expense,True,MENARDS ROCKFORD #X4XXII
2019-08-31,BBQ Restaurant,41.78,debit,Restaurants,Silver Card,Expense,True,CHILI'S GRILL & BAR #K8QIJZ
2019-09-01,Amazon,13.09,debit,Shopping,Platinum Card,Expense,True,TARGET STORE 1456 #3RQNWS
2019-09-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,Expense,False,MORTGAGE LOAN PAYMENT #CLZ96B
2019-09-03,Fancy Restaurant,41.24,debit,Restaurants,Silver Card,Expense,False,CHILI'S GRILL & BAR #44G955
2019-09-04,Netflix,13.9,debit,Television,Platinum Card,Expense,False,HBO MAX BILL #G2ZVF0
2019-09-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #45P9S7
2019-09-06,Credit Card Payment,1390.37,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #OGRU4J
2019-09-06,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #5O2T1Z
2019-09-06,Credit Card Payment,502.75,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #QEHX80
2019-09-07,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card,Expense,True,RED LANTERN PUB #G34L3I
2019-09-08,Brewing Company,19.3,debit,Alcohol & Bars,Platinum Card,Expense,True,MIXOLOGY LOUNGE #FDDHS8
2019-09-09,Shell,28.77,debit,Gas & Fuel,Platinum Card,Expense,False,CASEY'S GENERAL STORE 6672 #9JLF42
2019-09-09,Grocery Store,65.09,debit,Groceries,Silver Card,Expense,False,JEWEL-OSCO #BQP4B3
2019-09-09,Hardware Store,26.25,debit,Home Improvement,Silver Card,Expense,False,MENARDS ROCKFORD #PDXSI4
2019-09-09,Spotify,10.69,debit,Music,Platinum Card,Expense,False,APPLE MUSIC SUBSCRIPTION #ICYAPO
2019-09-09,Gas Company,30.0,debit,Utilities,Checking,Expense,False,NATURAL GAS SERVICE #FP2QD6
2019-09-11,Credit Card Payment,360.56,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #8D507T
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking,Expense,False,AT&T MOBILE SERVICE #W7HZFW
2019-09-12,Credit Card Payment,360.56,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #2MBIW4
2019-09-13,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,SQ *STARBUCKS STORE 1123 #XFNBHQ
2019-09-13,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #K4ZKM0
2019-09-14,Grocery Store,46.44,debit,Groceries,Platinum Card,Expense,True,WALMART SUPERCENTER #FX2A0A
2019-09-15,Amazon,47.66,debit,Shopping,Platinum Card,Expense,True,AMAZON.COM PURCHASE #R8JJ59
2019-09-16,Credit Card Payment,90.57,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #Y39M50
2019-09-16,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #9ZN3OS
2019-09-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #6IMGJQ
2019-09-17,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card,Transfer,False,UNKNOWN MERCHANT #BS3DXR
2019-09-17,Power Company,60.0,debit,Utilities,Checking,Expense,False,CITY ELECTRIC BILL #T40IPZ
2019-09-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,False,STATE FARM AUTO BILL #FN5REW
2019-09-18,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #AMCOUW
2019-09-19,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card,Expense,False,TIPSY TAP BAR & GRILL #LUPU4E
2019-09-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card,Expense,False,SQ *STARBUCKS STORE 1123 #J8D9FT
2019-09-20,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card,Transfer,False,UNKNOWN MERCHANT #N90DIQ
2019-09-22,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card,Expense,True,LOCAL DINER PURCHASE #KX2HQN
2019-09-23,Credit Card Payment,9.43,debit,Credit Card Payment,Checking,Transfer,False,UNKNOWN MERCHANT #H3W8BX
2019-09-23,Grocery Store,27.71,debit,Groceries,Platinum Card,Expense,False,TARGET GROCERY #XWZDB0
2019-09-23,Amazon,24.63,debit,Shopping,Platinum Card,Expense,False,WALMART ONLINE ORDER #4E4QXI
2019-09-27,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,Income,False,UNKNOWN MERCHANT #IQOPUV
2019-09-28,BP,33.46,debit,Gas & Fuel,Platinum Card,Expense,True,MOBIL FUEL STATION #EF92JA
2019-09-28,Sheetz,4.27,debit,Gas & Fuel,Platinum Card,Expense,True,MOBIL FUEL STATION #FKPLA6
2019-09-30,Starbucks,1.75,debit,Coffee Shops,Platinum Card,Expense,False,PEET'S COFFEE ROASTERS #9SH5SM
2019-09-30,Internet Service Provider,75.0,debit,Internet,Checking,Expense,False,CHARTER SPECTRUM #PTFRAN
